value,colorIndex,geom
-36.0,3,POLYGON ((-80.44973174131036 25.568365441857157, -80.44890545934365 25.56779086507777, -80.45488719301567 25.56058845572588, -80.4558511650096 25.56125875613532, -80.44973174131036 25.568365441857157))
-36.0,3,POLYGON ((-80.46518413890576 25.55655275167706, -80.46412815825087 25.555735526434464, -80.47051587281534 25.548826176040404, -80.47170383263443 25.54974550297274, -80.46518413890576 25.55655275167706))
-36.0,3,POLYGON ((-80.45276428087833 25.609735950518882, -80.45273378225129 25.60910710650448, -80.46266703193922 25.608632191651576, -80.46270522010016 25.60941824412036, -80.45276428087833 25.609735950518882))
-36.0,3,POLYGON ((-80.43297133734596 25.63109996581272, -80.43335534322804 25.630780975418727, -80.44014194717009 25.637373986357247, -80.43962993480277 25.637799330041602, -80.43297133734596 25.63109996581272))
-36.0,3,POLYGON ((-80.42552145494992 25.625013492954906, -80.42578938804468 25.624813280040602, -80.43218518487278 25.63171948149426, -80.43178327778108 25.63201981797668, -80.42552145494992 25.625013492954906))
-36.0,3,POLYGON ((-80.44510316833163 25.686753424021205, -80.44655770665085 25.686234039716556, -80.45028893636663 25.694592857329678, -80.4486726873314 25.69516999075976, -80.44510316833163 25.686753424021205))
-36.0,3,POLYGON ((-80.43627968194872 25.679976800118087, -80.43760496191928 25.679598027341964, -80.44068255867569 25.68817244644313, -80.43919152258414 25.688598595900785, -80.43627968194872 25.679976800118087))
-36.0,3,POLYGON ((-80.42634582510559 25.709439250266787, -80.42824071859069 25.709213128326148, -80.42962747494441 25.718141457811384, -80.42756016717814 25.718388154421913, -80.42634582510559 25.709439250266787))
-36.0,3,POLYGON ((-80.41716728219961 25.683031481482615, -80.41855439789585 25.68295458195685, -80.4192491656702 25.691948842778004, -80.41768854400323 25.692035361138142, -80.41716728219961 25.683031481482615))
-36.0,3,POLYGON ((-80.41612649126803 25.692097178835876, -80.41768854400323 25.692035361138142, -80.41820988398287 25.70103922971036, -80.41647413988251 25.701107921124212, -80.41612649126803 25.692097178835876))
-36.0,3,POLYGON ((-80.40467687837449 25.68273501988455, -80.40606018137348 25.682855751371495, -80.40519212007027 25.691837650162427, -80.40363578897148 25.6917018172293, -80.40467687837449 25.68273501988455))
-36.0,3,POLYGON ((-80.36593728779222 25.795480694688127, -80.36950188664044 25.79619703245752, -80.36742719811772 25.805015529438496, -80.36369259600681 25.80426502582712, -80.36593728779222 25.795480694688127))
-36.0,3,POLYGON ((-80.38981407315829 25.68937981674598, -80.39132771563833 25.689734649708612, -80.38891792964272 25.698482697269586, -80.38723599060083 25.698088410152987, -80.38981407315829 25.68937981674598))
-36.0,3,POLYGON ((-80.39454891337137 25.662448968900254, -80.39554274520451 25.662733008396756, -80.39263174061844 25.67135493767661, -80.3914721953995 25.67102353488611, -80.39454891337137 25.662448968900254))
-36.0,3,POLYGON ((-80.39031921759225 25.67067383975254, -80.3914721953995 25.67102353488611, -80.38839503808073 25.679598027341964, -80.38707726586652 25.679198347715662, -80.39031921759225 25.67067383975254))
-36.0,3,POLYGON ((-80.34488997451902 25.79000969875299, -80.34835197102674 25.79105981780447, -80.34526865330727 25.79963329925165, -80.34164157042946 25.798533096923915, -80.34488997451902 25.79000969875299))
-36.0,3,POLYGON ((-80.18348369662486 25.797844493013212, -80.18711854362924 25.80144669471787, -80.17982010835489 25.807584267461884, -80.1760680461211 25.803865679091164, -80.18348369662486 25.797844493013212))
-36.0,3,POLYGON ((-80.18231592194485 25.768175705574258, -80.18537798580554 25.7718009213751, -80.17751807427277 25.777339412884512, -80.17435052474875 25.77358902034532, -80.18231592194485 25.768175705574258))
-36.0,3,POLYGON ((-80.35805147287509 25.632127454912304, -80.35850893359816 25.6330797126218, -80.34942514228237 25.636757681392677, -80.34889150647429 25.635646681311105, -80.35805147287509 25.632127454912304))
-36.0,3,POLYGON ((-80.32010960537912 25.64328212857612, -80.32074493381745 25.644746655734835, -80.31151657731662 25.648118110555362, -80.31081782103217 25.646507087128064, -80.32010960537912 25.64328212857612))
-36.0,3,POLYGON ((-80.37475558398002 25.601054051890237, -80.37456982458758 25.601660562415514, -80.36496321430494 25.59932411858678, -80.36519546934151 25.598565995389706, -80.37475558398002 25.601054051890237))
-36.0,3,POLYGON ((-80.32695897049884 25.588607511549238, -80.3265405098292 25.589972025560446, -80.31693576826923 25.587632423037828, -80.31740083608994 25.586116326297415, -80.32695897049884 25.588607511549238))
-26.0,4,POLYGON ((-80.37908931805724 25.578025344491362, -80.37845967473591 25.578566806706263, -80.37155384654761 25.572079167104587, -80.37230941440093 25.571429447175593, -80.37908931805724 25.578025344491362))
-26.0,4,POLYGON ((-80.38850927698117 25.58257802203036, -80.38796585015572 25.582969774189884, -80.38170913712416 25.575961525759645, -80.38238840598582 25.575471863801297, -80.38850927698117 25.58257802203036))
-26.0,4,POLYGON ((-80.3618008884486 25.533705504639773, -80.36032121314112 25.534527206768665, -80.35505701980681 25.526878832476502, -80.35668459757622 25.5259750168063, -80.3618008884486 25.533705504639773))
-26.0,4,POLYGON ((-80.39357323880931 25.56950068577814, -80.39277740785082 25.56981432111025, -80.38873455225816 25.561576816065028, -80.38968949612696 25.5612004790825, -80.39357323880931 25.56950068577814))
-26.0,4,POLYGON ((-80.35958458037527 25.484726886095096, -80.35716377855525 25.485591103067964, -80.35344550318611 25.477229659146044, -80.35602753957515 25.476307890632533, -80.35958458037527 25.484726886095096))
-26.0,4,POLYGON ((-80.38912628592823 25.404754917700878, -80.38516563163948 25.405163952046376, -80.38395760097593 25.39621426474896, -80.38809015404667 25.39578747729619, -80.38912628592823 25.404754917700878))
-26.0,4,POLYGON ((-80.42027032868437 25.557304834593694, -80.41923582262878 25.557197997687698, -80.42027458378988 25.54823092615533, -80.42148141875913 25.5483555600987, -80.42027032868437 25.557304834593694))
-26.0,4,POLYGON ((-80.45671321103724 25.46293684952581, -80.45385914174625 25.46226785126725, -80.45625947488419 25.453518428648394, -80.45928122597734 25.454226729488628, -80.45671321103724 25.46293684952581))
-26.0,4,POLYGON ((-80.48573653085742 25.462717186036627, -80.48287361646291 25.461589087528367, -80.48675039570831 25.453287391089173, -80.48977219233953 25.454478081698777, -80.48573653085742 25.462717186036627))
-26.0,4,POLYGON ((-80.47880696138664 25.531776290979796, -80.47727229105911 25.53074732863247, -80.48311097240199 25.523450179590995, -80.48478511242234 25.52457261761633, -80.47880696138664 25.531776290979796))
-26.0,4,POLYGON ((-80.46304244277333 25.5815274927432, -80.46246732978173 25.58074034934051, -80.47070946298456 25.5756954316216, -80.47138046368205 25.576613728224206, -80.46304244277333 25.5815274927432))
-26.0,4,POLYGON ((-80.45240006679619 25.605975382522868, -80.4522972228711 25.605352872446847, -80.46212095122924 25.603939435333558, -80.4622495684015 25.604717564425403, -80.45240006679619 25.605975382522868))
-26.0,4,POLYGON ((-80.492527721589 25.608461070769685, -80.49246630913353 25.607203399097205, -80.50239924387317 25.60672578560674, -80.50246844965515 25.608140661618673, -80.492527721589 25.608461070769685))
-26.0,4,POLYGON ((-80.4925649106756 25.60971952217938, -80.492527721589 25.608461070769685, -80.50246844965515 25.608140661618673, -80.5025104044404 25.609556416653724, -80.4925649106756 25.60971952217938))
-26.0,4,POLYGON ((-80.47245862106487 25.615702886431958, -80.47253988544827 25.61476158755465, -80.48246356159446 25.61538615894981, -80.4823688432283 25.616484347293017, -80.47245862106487 25.615702886431958))
-26.0,4,POLYGON ((-80.484526992686 25.659817892967613, -80.4854560870339 25.658678968286107, -80.49351031371971 25.663974395524452, -80.4924780249265 25.665239923019588, -80.484526992686 25.659817892967613))
-26.0,4,POLYGON ((-80.4401065720601 25.659199055903606, -80.44103080362315 25.658762912136837, -80.44570477164108 25.66672284365308, -80.44462644917213 25.667231711425636, -80.4401065720601 25.659199055903606))
-26.0,4,POLYGON ((-80.44655770665085 25.686234039716556, -80.4480020037502 25.685691725291566, -80.45189380310131 25.693990244526105, -80.45028893636663 25.694592857329678, -80.44655770665085 25.686234039716556))
-26.0,4,POLYGON ((-80.41980526861475 25.62794501607733, -80.42013053885765 25.627834781600875, -80.42369655767595 25.636252018276032, -80.42320862281176 25.636417381429762, -80.41980526861475 25.62794501607733))
-26.0,4,POLYGON ((-80.41947792454404 25.628050088268257, -80.41980526861475 25.62794501607733, -80.42320862281176 25.636417381429762, -80.42271757632835 25.63657500068909, -80.41947792454404 25.628050088268257))
-26.0,4,POLYGON ((-80.41971439516696 25.6373555710811, -80.4202209384438 25.63724534048879, -80.42262861908462 25.645993681539583, -80.42195318160248 25.64614066622248, -80.41971439516696 25.6373555710811))
-26.0,4,POLYGON ((-80.4466014612257 25.742773844639718, -80.44913626916936 25.742222215276545, -80.45154816322504 25.750969976264013, -80.44884418201386 25.75155842339211, -80.4466014612257 25.742773844639718))
-26.0,4,POLYGON ((-80.4176693089268 25.637715895648533, -80.41818310629273 25.637637961560774, -80.41991131920668 25.64651721411671, -80.41922620676215 25.646621133806672, -80.4176693089268 25.637715895648533))
-26.0,4,POLYGON ((-80.43101443757638 25.727069765709537, -80.43324868155601 25.726767101812975, -80.43480789016496 25.73567208258073, -80.43240160653232 25.735998052231047, -80.43101443757638 25.727069765709537))
-26.0,4,POLYGON ((-80.39938754293546 25.644889658228067, -80.40004231208715 25.64509983187748, -80.39680174060847 25.653624582003886, -80.39598322852974 25.653361846637722, -80.39938754293546 25.644889658228067))
-26.0,4,POLYGON ((-80.31637910228544 25.674563909569, -80.31761775694687 25.676082676108162, -80.30966457098073 25.681503399124956, -80.30832274490751 25.67985799634857, -80.31637910228544 25.674563909569))
-26.0,4,POLYGON ((-80.17932440275457 25.764502604576315, -80.18231592194485 25.768175705574258, -80.17435052474875 25.77358902034532, -80.17125596561411 25.769789093134158, -80.17932440275457 25.764502604576315))
-26.0,4,POLYGON ((-80.16318681759111 25.77507513461528, -80.16638440888667 25.779001899245173, -80.15841757431889 25.784414342263425, -80.15045002100568 25.789826349389614, -80.14704638876088 25.785645876292122, -80.1551169586514 25.780360729005835, -80.16318681759111 25.77507513461528))
-26.0,4,POLYGON ((-80.35850893359816 25.6330797126218, -80.35889817427345 25.633852796806604, -80.34987920259506 25.6376596405964, -80.34942514228237 25.636757681392677, -80.35850893359816 25.6330797126218))
-26.0,4,POLYGON ((-80.35622981393868 25.627706196073515, -80.35655996241104 25.62860170707647, -80.34715168209179 25.63153320015427, -80.34676658176932 25.630488412869866, -80.35622981393868 25.627706196073515))
-26.0,4,POLYGON ((-80.3248246525113 25.625064466959483, -80.32510840793573 25.626457185035626, -80.3153412804639 25.628171385550278, -80.31502611836545 25.62662390027728, -80.3248246525113 25.625064466959483))
-26.0,4,POLYGON ((-80.36333101760863 25.61335097868918, -80.3633836874792 25.61413634280253, -80.35346011455174 25.61476158755465, -80.35339698829308 25.613819146401326, -80.36333101760863 25.61335097868918))
-26.0,4,POLYGON ((-80.36329347827672 25.61256490092072, -80.36333101760863 25.61335097868918, -80.35339698829308 25.613819146401326, -80.35335201896268 25.612875850071593, -80.36329347827672 25.61256490092072))
-26.0,4,POLYGON ((-80.35043080682507 25.583319057521184, -80.34990721889393 25.584313069982297, -80.34089625207382 25.58049841857777, -80.3414947037478 25.57936244041344, -80.35043080682507 25.583319057521184))
-26.0,4,POLYGON ((-80.36869229530926 25.590526615351063, -80.36830477791337 25.591230646384766, -80.3593674982213 25.58727512618975, -80.35983256606893 25.586430316756573, -80.36869229530926 25.590526615351063))
-26.0,4,POLYGON ((-80.38715923610444 25.597473214384998, -80.38690270710453 25.59788405445705, -80.37820487543449 25.593511026086045, -80.37854694090954 25.592963259220376, -80.38715923610444 25.597473214384998))
-26.0,4,POLYGON ((-80.36993529209974 25.58845279396522, -80.36950767675503 25.589137477678797, -80.36081111107191 25.584763409265953, -80.36132428967487 25.583941818648096, -80.36993529209974 25.58845279396522))
-20.0,5,POLYGON ((-80.35740807427007 25.57300616924606, -80.35668501857646 25.57389137761042, -80.34864285994064 25.568588356683073, -80.3406014108783 25.563284889185535, -80.34153112220042 25.562146863917494, -80.34946923966211 25.56757673432853, -80.35740807427007 25.57300616924606))
-20.0,5,POLYGON ((-80.35197416732996 25.551639829790524, -80.35084083421359 25.552614253498064, -80.34393798723512 25.54612528392939, -80.34519723931555 25.545042648733126, -80.35197416732996 25.551639829790524))
-20.0,5,POLYGON ((-80.3579121579737 25.547044593107998, -80.3566895797233 25.547925781469406, -80.35043651355578 25.54091615747001, -80.3517949044518 25.539937115677265, -80.3579121579737 25.547044593107998))
-20.0,5,POLYGON ((-80.38592026059398 25.573188718154313, -80.38519653416667 25.57362285644821, -80.3796379158935 25.566146765188886, -80.3805063570562 25.565625831235117, -80.38592026059398 25.573188718154313))
-20.0,5,POLYGON ((-80.35839779731569 25.504758458648393, -80.35636211292575 25.50563840188025, -80.35200946258293 25.49753268016911, -80.35420162339942 25.49658511180641, -80.35839779731569 25.504758458648393))
-20.0,5,POLYGON ((-80.36014268240999 25.41852020017667, -80.35645043116027 25.41938565578518, -80.35388427427533 25.41067523803451, -80.35774409382236 25.40977050760434, -80.36014268240999 25.41852020017667))
-20.0,5,POLYGON ((-80.40572541621013 25.54823092615533, -80.40451858124088 25.5483555600987, -80.40330767145142 25.53940626301404, -80.40468680998842 25.539263834632266, -80.40572541621013 25.54823092615533))
-20.0,5,POLYGON ((-80.41039798478359 25.56597993809796, -80.4095318780497 25.56602795427929, -80.40883856503227 25.557033495555288, -80.40987781560197 25.55697588037169, -80.41039798478359 25.56597993809796))
-20.0,5,POLYGON ((-80.41247930766687 25.58395506860188, -80.41195877383463 25.5839674237036, -80.41161180252138 25.57495653349931, -80.41230579562513 25.574940061243655, -80.41247930766687 25.58395506860188))
-20.0,5,POLYGON ((-80.4129999930576 25.5749345699347, -80.41230579562513 25.574940061243655, -80.41213230960831 25.565925041582382, -80.41299999132266 25.565918177951716, -80.4129999930576 25.5749345699347))
-20.0,5,POLYGON ((-80.41369420437488 25.574940061243655, -80.4129999930576 25.5749345699347, -80.41299999132266 25.565918177951716, -80.4138676903917 25.565925041582382, -80.41369420437488 25.574940061243655))
-20.0,5,POLYGON ((-80.4164681219503 25.56602795427929, -80.41560201521642 25.565979938097964, -80.41612218439803 25.55697588037169, -80.41716143496774 25.557033495555288, -80.4164681219503 25.56602795427929))
-20.0,5,POLYGON ((-80.44185223755821 25.506014166925308, -80.43982815239721 25.505573717995937, -80.44206170882838 25.49678789054083, -80.44425431711105 25.497265009481033, -80.44185223755821 25.506014166925308))
-20.0,5,POLYGON ((-80.46585731759002 25.41852020017667, -80.46214904264922 25.41771328578424, -80.46437933946416 25.408926975278142, -80.46825590617766 25.40977050760434, -80.46585731759002 25.41852020017667))
-20.0,5,POLYGON ((-80.42465766658366 25.586100758678064, -80.42417656588967 25.585920135181322, -80.42790105137011 25.577559963993686, -80.42854248212906 25.577800778926708, -80.42465766658366 25.586100758678064))
-20.0,5,POLYGON ((-80.56302990540055 25.442752490654595, -80.55977075659942 25.44040468013372, -80.56587717302688 25.433293235690268, -80.5692720459261 25.435738731398057, -80.56302990540055 25.442752490654595))
-20.0,5,POLYGON ((-80.49605939034743 25.5211859082037, -80.49431831090352 25.51988563353611, -80.5005684613745 25.51287490805636, -80.50244343503353 25.514275124422742, -80.49605939034743 25.5211859082037))
-20.0,5,POLYGON ((-80.56624354520221 25.445151502400602, -80.56302990540055 25.442752490654595, -80.5692720459261 25.435738731398057, -80.57261952468026 25.438237560645092, -80.56624354520221 25.445151502400602))
-20.0,5,POLYGON ((-80.59296182610183 25.468921616166636, -80.59020002703635 25.466096338525755, -80.59757409628988 25.46005394988917, -80.60045100902016 25.46299680427021, -80.59296182610183 25.468921616166636))
-20.0,5,POLYGON ((-80.46187715994229 25.579962423482424, -80.46127211317949 25.579193951954675, -80.46931498142355 25.57389137761042, -80.47002089891454 25.574787889349142, -80.46187715994229 25.579962423482424))
-20.0,5,POLYGON ((-80.46246732978173 25.58074034934051, -80.46187715994229 25.579962423482424, -80.47002089891454 25.574787889349142, -80.47070946298456 25.5756954316216, -80.46246732978173 25.58074034934051))
-20.0,5,POLYGON ((-80.48568025282412 25.581643690706798, -80.48510374792619 25.580498418577772, -80.49411414275389 25.576683209751984, -80.49476278753401 25.57797160147975, -80.48568025282412 25.581643690706798))
-20.0,5,POLYGON ((-80.47036424940069 25.596077313071756, -80.4700680092158 25.59517213153813, -80.4795778822178 25.59253198199645, -80.47992357217171 25.59358800496999, -80.47036424940069 25.596077313071756))
-20.0,5,POLYGON ((-80.49246630913353 25.607203399097205, -80.4923806927747 25.60594689023039, -80.50230280913536 25.60531221956398, -80.50239924387317 25.60672578560674, -80.49246630913353 25.607203399097205))
-20.0,5,POLYGON ((-80.4503932079432 25.62333030757225, -80.45062485446695 25.62273690226785, -80.46003221642148 25.625669607768952, -80.45974270892037 25.626411382664113, -80.4503932079432 25.62333030757225))
-20.0,5,POLYGON ((-80.4681465030959 25.674934109405942, -80.46936955604536 25.674052004639503, -80.47563649356762 25.681056409034664, -80.47427751662366 25.682036582191937, -80.4681465030959 25.674934109405942))
-20.0,5,POLYGON ((-80.44285334166605 25.657847100093626, -80.44375109252904 25.657367711107085, -80.44887858286917 25.66509500438742, -80.44783116265829 25.66565432717266, -80.44285334166605 25.657847100093626))
-20.0,5,POLYGON ((-80.44353847944721 25.66772344353439, -80.44462644917213 25.667231711425636, -80.44914693089437 25.675264219491666, -80.44790347418702 25.675826236251975, -80.44353847944721 25.66772344353439))
-20.0,5,POLYGON ((-80.43536713350547 25.66115696712173, -80.43632983234154 25.660795498304452, -80.44022001847507 25.669094352330863, -80.43909680532279 25.669516094767967, -80.43536713350547 25.66115696712173))
-20.0,5,POLYGON ((-80.48015748487828 25.761459702091933, -80.4830475728754 25.760374404321546, -80.48694421754165 25.768671927288906, -80.48389339383057 25.769817598002465, -80.48015748487828 25.761459702091933))
-20.0,5,POLYGON ((-80.43919152258414 25.688598595900785, -80.44068255867569 25.68817244644313, -80.4437605949606 25.69674679236473, -80.44210378137511 25.697220325204505, -80.43919152258414 25.688598595900785))
-20.0,5,POLYGON ((-80.41645514882433 25.62875867833407, -80.41679660282159 25.628701315819573, -80.41869532378402 25.637551911540108, -80.41818310629273 25.637637961560774, -80.41645514882433 25.62875867833407))
-20.0,5,POLYGON ((-80.4302859641875 25.699792096853816, -80.43199420785119 25.69950511736886, -80.43389516878423 25.708355440026953, -80.43201596679093 25.708671140459334, -80.4302859641875 25.699792096853816))
-20.0,5,POLYGON ((-80.42081775713636 25.746058413967933, -80.42341995894152 25.745914152657242, -80.4241154558091 25.75490833049255, -80.42133956654123 25.755062220628602, -80.42081775713636 25.746058413967933))
-20.0,5,POLYGON ((-80.41300001042141 25.665097860374605, -80.4140420881297 25.665089617328967, -80.41421586074279 25.67410451370607, -80.41300001215923 25.674114131304137, -80.41300001042141 25.665097860374605))
-20.0,5,POLYGON ((-80.40519212007027 25.691837650162427, -80.40675083432983 25.691948842778004, -80.40605596246942 25.70094309109159, -80.40432392889805 25.700819534617697, -80.40519212007027 25.691837650162427))
-20.0,5,POLYGON ((-80.36327690590521 25.82265241680182, -80.36736681208423 25.823406685118563, -80.3654619217742 25.832256561109492, -80.36120130208286 25.831470807583667, -80.36327690590521 25.82265241680182))
-20.0,5,POLYGON ((-80.32733854764584 25.72176046827594, -80.32948574276777 25.723098660276282, -80.32391258029149 25.730570156027156, -80.32162216425141 25.729142664013754, -80.32733854764584 25.72176046827594))
-20.0,5,POLYGON ((-80.35172248337634 25.68203658219194, -80.35310015917395 25.682995108025075, -80.34710622499038 25.69019323252681, -80.34559074461409 25.68913879220069, -80.35172248337634 25.68203658219194))
-20.0,5,POLYGON ((-80.32341249667509 25.70766883533955, -80.32528844464755 25.709071285698066, -80.3190178507778 25.716074319917727, -80.31700786944249 25.7145716086389, -80.32341249667509 25.70766883533955))
-20.0,5,POLYGON ((-80.28627138719239 25.72570359771359, -80.28850034755058 25.727690830276554, -80.2815766041345 25.734170500021584, -80.27922380880027 25.73207275476659, -80.28627138719239 25.72570359771359))
-20.0,5,POLYGON ((-80.27464154081265 25.727767220454897, -80.27691188631063 25.729938110858626, -80.26974188500267 25.736194458083922, -80.26735206185245 25.73390919372014, -80.27464154081265 25.727767220454897))
-20.0,5,POLYGON ((-80.35291815925322 25.658309540113798, -80.35383835583565 25.659252771486845, -80.34643980831993 25.66528266187736, -80.34540460157545 25.664221474609526, -80.35291815925322 25.658309540113798))
-20.0,5,POLYGON ((-80.3502686010206 25.655394540944744, -80.35113301009214 25.656380130649527, -80.34339634973765 25.66205078585473, -80.34242391603946 25.660941946428228, -80.3502686010206 25.655394540944744))
-20.0,5,POLYGON ((-80.3607883242515 25.637217903130498, -80.36130101980898 25.63803985204781, -80.35268226076298 25.64254470472515, -80.35208416299761 25.641585729459592, -80.3607883242515 25.637217903130498))
-20.0,5,POLYGON ((-80.3598108280038 25.635550302663283, -80.36029154328631 25.636387969013608, -80.35150463495543 25.64061743888317, -80.35094385284783 25.63964012816447, -80.3598108280038 25.635550302663283))
-20.0,5,POLYGON ((-80.36759216870932 25.629401178031323, -80.36791657436493 25.630045395099504, -80.35889817427345 25.633852796806604, -80.35850893359816 25.6330797126218, -80.36759216870932 25.629401178031323))
-20.0,5,POLYGON ((-80.34889150647429 25.635646681311105, -80.34942514228237 25.636757681392677, -80.34034079479618 25.640435084307907, -80.33973100345322 25.639165332494798, -80.34889150647429 25.635646681311105))
-20.0,5,POLYGON ((-80.3944259148595 25.617461170837053, -80.3945531331441 25.617754012918752, -80.38532892211 25.621130135007704, -80.3851381232765 25.62069086000695, -80.3944259148595 25.617461170837053))
-20.0,5,POLYGON ((-80.30152553781949 25.64973145418742, -80.30228770283838 25.65148898180195, -80.29305831042859 25.65485926943772, -80.2922327557922 25.652955229717424, -80.30152553781949 25.64973145418742))
